Semantic evaluation,User ID,Last comment checked
,3259,0
,1688,0
,2599,0
,4102,0
,3029,0
,8709,0
,6017,0
,8476,0
,6923,0
,5373,0
,5398,0
,1127,0
,661,0
,7857,0
,7143,0
,4007,0
,7209,0
,8996,0
,2017,0
,9986,0
,2775,0
,4609,0
,6420,0
,41,0
,2087,0
,2196,0
,7538,0
,8398,0
,3061,0
,282,0
,9678,0
,4280,0
,226,0
,7562,0
,3052,0
,942,0
,9071,0
,2205,0
,6452,0
,6303,0
,1303,0
,8862,0
,392,0
,3908,0
,8490,0
,5775,0
,1389,0
,4896,0
,1126,0
,57,0
,6355,0
,5286,0
,7272,0
,3467,0
,1441,0
,4061,0
,5762,0
,168,0
,4800,0
,9818,0
,9409,0
,10008,0
,8738,0
,1938,0
,7331,0
,2028,0
,349,0
,544,0
,5915,0
,6454,0
,4038,0
,4009,0
,9573,0
,2772,0
,1058,0
,1962,0
,7250,0
,1913,0
,894,0
,6414,0
,3580,0
,4524,0
,265,0
,1493,0
,7383,0
,3696,0
,6818,0
,4015,0
,6287,0
,9107,0
,4047,0
,4960,0
,2492,0
,1318,0
,4403,0
,2507,0
,7785,0
,8181,0
,5999,0
,9316,0
,3565,0
,6259,0
,4073,0
,3796,0
,6059,0
,3639,0
,1378,0
,3267,0
,5872,0
,7693,0
,7865,0
,792,0
,7615,0
,9731,0
,4283,0
,7145,0
,4454,0
,3081,0
,407,0
,9886,0
,3161,0
,4785,0
,9413,0
,3625,0
,8554,0
,7633,0
,4406,0
,769,0
,7844,0
,7045,0
,7394,0
,9357,0
,6366,0
,9873,0
,4521,0
,5406,0
,5606,0
,8316,0
,5876,0
,3434,0
,1071,0
,3465,0
,5903,0
,1702,0
,5917,0
,2830,0
,1252,0
,1629,0
,940,0
,2345,0
,5238,0
,1727,0
,5589,0
,9483,0
,9478,0
,5235,0
,7417,0
,8553,0
,1082,0
,2836,0
,3577,0
,2739,0
,6084,0
,1122,0
,5414,0
,3273,0
,4093,0
,5978,0
,8829,0
,1117,0
,3393,0
,1728,0
,2433,0
,244,0
,1954,0
,5449,0
,5520,0
,2614,0
,8700,0
,6808,0
,6884,0
,3954,0
,7355,0
,8451,0
,1775,0
,5615,0
,5919,0
,1461,0
,8718,0
,7379,0
,9798,0
,924,0
,6457,0
,4498,0
,9666,0
,9758,0
,9811,0
,965,0
,369,0
,7496,0
,3383,0
,9231,0
,730,0
,3298,0
,4441,0
,6895,0
,2506,0
,2811,0
,774,0
,1527,0
,804,0
,5476,0
,1869,0
,8663,0
,2552,0
,9383,0
,7819,0
,7752,0
,5532,0
,7107,0
,5858,0
,538,0
,6191,0
,9772,0
,98,0
,9754,0
,2200,0
,816,0
,1630,0
,3287,0
,2884,0
,4618,0
,4472,0
,9329,0
,3656,0
,1997,0
,673,0
,8495,0
,9221,0
,3074,0
,1991,0
,8538,0
,8777,0
,1191,0
,8020,0
,5166,0
,4439,0
,4282,0
,3638,0
,7606,0
,8691,0
,2680,0
,7286,0
,7403,0
,1618,0
,182,0
,3501,0
,7535,0
,197,0
,7452,0
,9865,0
,172,0
,9613,0
,5666,0
,4080,0
,346,0
,2688,0
,9112,0
,1335,0
,8512,0
,7105,0
,7263,0
,5256,0
,8309,0
,5416,0
,7481,0
,8338,0
,2334,0
,9288,0
,1946,0
,4404,0
,2388,0
,3670,0
,297,0
,5304,0
,4459,0
,7666,0
,393,0
,353,0
,2435,0
,6890,0
,8802,0
,9055,0
,9954,0
,3496,0
,3697,0
,1270,0
,5857,0
,2135,0
,8976,0
,7653,0
,8039,0
,3031,0
,5524,0
,597,0
,5048,0
,7772,0
,9485,0
,2155,0
,5034,0
,7386,0
,3315,0
,3758,0
,2351,0
,8457,0
,8364,0
,6223,0
,6384,0
,868,0
,8586,0
,2783,0
,9347,0
,6719,0
,5586,0
,1679,0
,9045,0
,8368,0
,1266,0
,2012,0
,5850,0
,3825,0
,7439,0
,3652,0
,1871,0
,8315,0
,4491,0
,3205,0
,1170,0
,3531,0
,302,0
,3012,0
,193,0
,7804,0
,5331,0
,1295,0
,6069,0
,7791,0
,27,0
,7054,0
,4065,0
,8822,0
,2534,0
,4069,0
,377,0
,4203,0
,3757,0
,3095,0
,6118,0
,8393,0
,1094,0
,2557,0
,8926,0
,2760,0
,1596,0
,7741,0
,3440,0
,9234,0
,5242,0
,7827,0
,4286,0
,8249,0
,4117,0
,7940,0
,4313,0
,9750,0
,7137,0
,22,0
,4882,0
,2058,0
,8682,0
,9527,0
,8684,0
,8410,0
,1677,0
,8308,0
,8785,0
,6982,0
,4607,0
,2243,0
,6589,0
,6371,0
,6104,0
,6611,0
,9616,0
,5668,0
,608,0
,9188,0
,5567,0
,1182,0
,143,0
,1005,0
,8524,0
,5290,0
,9781,0
,1144,0
,5099,0
,7000,0
,8701,0
,955,0
,7397,0
,4032,0
,5120,0
,2802,0
,7388,0
,7773,0
,5078,0
,3188,0
,5722,0
,973,0
,1072,0
,7002,0
,4081,0
,1740,0
,5018,0
,9306,0
,2384,0
,1404,0
,9627,0
,967,0
,6774,0
,8376,0
,9976,0
,6291,0
,2209,0
,3077,0
,7034,0
,2494,0
,2414,0
,6745,0
,9814,0
,8021,0
,9066,0
,1095,0
,2343,0
,3804,0
,1154,0
,3926,0
,1712,0
,2303,0
,8414,0
,5225,0
,9363,0
,7941,0
,2648,0
,9009,0
,7364,0
,4058,0
,6381,0
,7335,0
,8539,0
,5665,0
,6250,0
,6267,0
,3903,0
,5448,0
,1068,0
,2441,0
,2572,0
,7847,0
,5169,0
,1492,0
,6092,0
,3070,0
,2722,0
,9672,0
,2363,0
,7280,0
,9825,0
,867,0
,511,0
,9503,0
,6874,0
,7356,0
,8815,0
,4223,0
,4735,0
,9539,0
,4561,0
,3544,0
,6491,0
,9169,0
,8660,0
,4586,0
,4614,0
,2191,0
,4307,0
,2991,0
,1978,0
,8895,0
,8402,0
,4372,0
,3814,0
,3628,0
,9570,0
,8871,0
,8001,0
,54,0
,4084,0
,8816,0
,2667,0
,6101,0
,5426,0
,460,0
,6516,0
,6841,0
,4191,0
,7225,0
,625,0
,3699,0
,9412,0
,390,0
,6801,0
,9830,0
,6245,0
,8603,0
,5833,0
,1467,0
,2898,0
,7554,0
,9910,0
,9555,0
,4582,0
,9543,0
,8525,0
,8166,0
,2919,0
,8067,0
,8880,0
,5196,0
,1010,0
,7672,0
,7011,0
,4539,0
,4396,0
,2215,0
,3797,0
,656,0
,5749,0
,2840,0
,5043,0
,3489,0
,86,0
,10010,0
,9202,0
,2736,0
,5880,0
,9780,0
,2670,0
,2487,0
,4627,0
,6185,0
,1864,0
,845,0
,6793,0
,2965,0
,961,0
,889,0
,7950,0
,1121,0
,2559,0
